position_0based	position_1based	n_pairs	mean_p_tmrca_lt_threshold	mean_tmrca_generations	n_recent_4500	frac_recent_4500	mean_p_lt_4500
0	1	949	0.006698451888	24332.76369	2	0.00210748156	0.006698451888
10000	10001	949	0.01495162963	29750.23694	2	0.00210748156	0.01495162963
20000	20001	949	0.01700548121	22579.31606	2	0.00210748156	0.01700548121
30000	30001	949	0.01705691356	25285.35642	3	0.003161222339	0.01705691356
40000	40001	949	0.01708043867	18289.13959	3	0.003161222339	0.01708043867
50000	50001	949	0.01998469776	16473.67642	3	0.003161222339	0.01998469776
60000	60001	949	0.02012848697	10508.21712	3	0.003161222339	0.02012848697
70000	70001	949	0.02538834323	11874.57728	3	0.003161222339	0.02538834323
80000	80001	949	0.0333165495	6992.530587	3	0.003161222339	0.0333165495
90000	90001	949	0.02814644538	5746.383325	3	0.003161222339	0.02814644538
100000	100001	949	0.01909463173	9604.45571	3	0.003161222339	0.01909463173
110000	110001	949	0.0193494072	16953.53738	3	0.003161222339	0.0193494072
120000	120001	949	0.01804861163	20891.58935	3	0.003161222339	0.01804861163
130000	130001	949	0.0186554878	21717.5101	3	0.003161222339	0.0186554878
140000	140001	949	0.02169276246	14616.08666	3	0.003161222339	0.02169276246
150000	150001	949	0.01967273378	15384.39489	3	0.003161222339	0.01967273378
160000	160001	949	0.02001743632	23804.1321	3	0.003161222339	0.02001743632
170000	170001	949	0.02342222013	32894.29093	4	0.004214963119	0.02342222013
180000	180001	949	0.02446698047	29524.19382	4	0.004214963119	0.02446698047
190000	190001	949	0.02270394036	24694.21151	4	0.004214963119	0.02270394036
200000	200001	949	0.02316435184	23688.75033	4	0.004214963119	0.02316435184
210000	210001	949	0.02450138084	24909.5622	4	0.004214963119	0.02450138084
220000	220001	949	0.02794986262	21152.66483	4	0.004214963119	0.02794986262
230000	230001	949	0.02312052489	17489.36324	4	0.004214963119	0.02312052489
240000	240001	949	0.02311660625	13522.36948	4	0.004214963119	0.02311660625
250000	250001	949	0.02899248007	10962.89088	4	0.004214963119	0.02899248007
260000	260001	949	0.02987592521	6621.789192	4	0.004214963119	0.02987592521
270000	270001	949	0.03063773959	5720.518181	4	0.004214963119	0.03063773959
280000	280001	949	0.025164103	6505.408602	3	0.003161222339	0.025164103
290000	290001	949	0.02206792816	9497.203216	3	0.003161222339	0.02206792816
300000	300001	949	0.01843889077	10794.11371	3	0.003161222339	0.01843889077
310000	310001	949	0.017632757	13959.42381	3	0.003161222339	0.017632757
320000	320001	949	0.02093868359	13687.75931	3	0.003161222339	0.02093868359
330000	330001	949	0.02403498368	13571.79112	3	0.003161222339	0.02403498368
340000	340001	949	0.02689706899	10541.49853	3	0.003161222339	0.02689706899
350000	350001	949	0.02750251916	11032.49322	3	0.003161222339	0.02750251916
360000	360001	949	0.02643746595	10640.62696	3	0.003161222339	0.02643746595
370000	370001	949	0.02539924291	11675.10492	3	0.003161222339	0.02539924291
380000	380001	949	0.01803862217	11580.16559	3	0.003161222339	0.01803862217
